Monitoring_SiteID,water_body,Determinand_Label,Analyzed_Matrix,Result_Unit,Reference_Year,Sampling_Period,LOQ_Value,Num_of_Samples,Quality_Samples,Quality_MinimumValue,Minimum_Value,Quality_Meanvalue,Mean_Value,Quality_MaximumValue,Maximum_value,Quality_MedianValue,Median_Value,UID,Country_Name,MinimumValue_outlier,MaxValue_outlier,MeanValue_outlier,Start_Date,End_Date
CZPVL_1078,River Water,Toluene,Water,ug/L,2015,2015-01-05--2015-12-07,0.05,12,10,1,0.05,0,0.055,0,0.35,1,0.05,11152164,Czech Republic,0,0,0,2015-01-05,2015-12-07
CZPVL_1078,River Water,Metoprolol,Water,ug/L,2015,2015-01-05--2015-12-07,0.01,12,0,0,0.0119,0,0.02017,0,0.0437,0,0.01895,11152233,Czech Republic,0,0,0,2015-01-05,2015-12-07
CZPVL_1078,River Water,Benzo(a)anthracene,Water,ug/L,2015,2015-01-05--2015-12-07,0.001,12,0,0,0.0011,0,0.00667,0,0.021,0,0.00475,11152248,Czech Republic,0,0,0,2015-01-05,2015-12-07
CZPMO_1174,River Water,Carbendazim,Water,ug/L,2015,2015-01-12--2015-11-30,0.01,12,10,1,0.01,1,0.01,0,0.0221,1,0.01,11152558,Czech Republic,0,0,0,2015-01-12,2015-11-30
CZPMO_1174,River Water,Carbon tetrachloride,Water,ug/L,2015,2015-02-02--2015-11-02,0.1,6,6,1,0.1,1,0.1,1,0.1,1,0.1,11152655,Czech Republic,0,0,0,2015-02-02,2015-11-02
CZPMO_1174,River Water,Hexachlorobutadiene,Water,ug/L,2015,2015-02-02--2015-11-02,0.1,6,6,1,0.1,1,0.1,1,0.1,1,0.1,11152730,Czech Republic,0,0,0,2015-02-02,2015-11-02
CZPMO_1174,River Water,"2,4,5-trichlorophenol",Water,ug/L,2015,2015-01-12--2015-11-30,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11152743,Czech Republic,0,0,0,2015-01-12,2015-11-30
CZPMO_1185,River Water,Manganese and its compounds,Water,ug/L,2015,2015-01-27--2015-12-01,10,12,0,0,136,0,272.25,0,810,0,184.5,11153039,Czech Republic,0,1,0,2015-01-27,2015-12-01
CZPOH_1028,River Water,Phenol,Water,ug/L,2015,2015-01-06--2015-11-30,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11153225,Czech Republic,0,0,0,2015-01-06,2015-11-30
CZPMO_1201,River Water,Chloride,Water,mg/L,2015,2015-01-08--2015-11-12,1,12,0,0,18,0,30.16667,0,41,0,29.5,11153661,Czech Republic,0,0,0,2015-01-08,2015-11-12
CZPMO_1201,River Water,Benzo(k)fluoranthene,Water,ug/L,2015,2015-02-05--2015-10-15,0.002,6,3,1,0.002,0,0.00457,0,0.0188,0,0.00215,11153670,Czech Republic,0,0,0,2015-02-05,2015-10-15
CZPOD_1144,River Water,Endosulfan,Water,ug/L,2015,2015-01-20--2015-12-10,0.002,12,12,1,0.002,1,0.002,1,0.002,1,0.002,11153882,Czech Republic,0,0,0,2015-01-20,2015-12-10
CZPOD_1144,River Water,Pyrene,Water,ug/L,2015,2015-01-20--2015-12-10,0.002,12,0,0,0.0085,0,0.02779,0,0.098,0,0.02,11153889,Czech Republic,0,0,0,2015-01-20,2015-12-10
CZPOD_1144,River Water,Nickel and its compounds,Water,ug/L,2015,2015-01-20--2015-12-10,1,12,0,0,1,0,2.58333,0,5,0,2,11153965,Czech Republic,0,0,0,2015-01-20,2015-12-10
CZPOH_1093,River Water,Chloride,Water,mg/L,2015,2015-01-06--2015-11-30,1,12,0,0,33,0,64.91667,0,91,0,70,11154420,Czech Republic,0,0,0,2015-01-06,2015-11-30
CZPOH_1023,River Water,Di(2-ethylhexyl)phthalate (DEHP),Water,ug/L,2015,2015-01-14--2015-12-01,0.4,12,6,1,0.4,0,0.7085,0,3.31,0,0.424,11154536,Czech Republic,0,0,0,2015-01-14,2015-12-01
CZPMO_1175,River Water,Beta-Endosulfan,Water,ug/L,2015,2015-01-08--2015-11-11,0.001,12,12,1,0.001,1,0.001,1,0.001,1,0.001,11154686,Czech Republic,0,0,0,2015-01-08,2015-11-11
CZPLA_10,River Water,Beta-HCH,Water,ug/L,2015,2015-01-13--2015-12-08,0.001,12,12,1,0.001,1,0.001,1,0.001,1,0.001,11154908,Czech Republic,0,0,0,2015-01-13,2015-12-08
CZPLA_23,River Water,Fenpropimorph,Water,ug/L,2015,2015-01-12--2015-12-07,0.005,12,12,1,0.005,1,0.005,1,0.005,1,0.005,11143485,Czech Republic,0,0,0,2015-01-12,2015-12-07
CZPLA_20,River Water,EDTA,Water,ug/L,2015,2015-01-12--2015-12-07,0.5,12,1,1,0.5,0,2.3275,0,6.3,0,2.25,11144335,Czech Republic,0,0,0,2015-01-12,2015-12-07
CZPLA_20,River Water,Desethylatrazine,Water,ug/L,2015,2015-01-12--2015-12-07,0.005,12,11,1,0.005,1,0.005,0,0.0056,1,0.005,11144338,Czech Republic,0,0,0,2015-01-12,2015-12-07
CZPOH_1101,River Water,Metazachlor,Water,ug/L,2015,2015-01-28--2015-12-03,0.01,12,11,1,0.01,1,0.01,0,0.019,1,0.01,11145247,Czech Republic,0,0,0,2015-01-28,2015-12-03
CZPLA_27,River Water,Aminomethylphosphonic acid (AMPA),Water,ug/L,2015,2015-01-12--2015-12-07,0.025,12,1,1,0.025,0,0.12354,0,0.391,0,0.08,11145395,Czech Republic,0,0,0,2015-01-12,2015-12-07
CZPMO_3670,River Water,Trichloroethylene,Water,ug/L,2015,2015-01-19--2015-12-07,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11145721,Czech Republic,0,0,0,2015-01-19,2015-12-07
CZPOD_5526,River Water,Fluorene,Water,ug/L,2015,2015-01-07--2015-12-02,0.002,12,0,0,0.015,0,0.02633,0,0.067,0,0.0185,11146027,Czech Republic,0,0,0,2015-01-07,2015-12-02
CZPLA_24,River Water,Benzene,Water,ug/L,2015,2015-01-12--2015-12-07,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11146406,Czech Republic,0,0,0,2015-01-12,2015-12-07
CZPVL_1090,River Water,NTA,Water,ug/L,2015,2015-01-07--2015-12-02,0.5,12,7,1,0.5,1,0.5,0,0.95,1,0.5,11146517,Czech Republic,0,0,0,2015-01-07,2015-12-02
CZPVL_1072,River Water,Diuron,Water,ug/L,2015,2015-01-20--2015-12-15,0.01,12,12,1,0.01,1,0.01,1,0.01,1,0.01,11146815,Czech Republic,0,0,0,2015-01-20,2015-12-15
CZPMO_1168,River Water,"DDT, p,p'",Water,ug/L,2015,2015-02-16--2015-11-19,0.002,6,6,1,0.002,1,0.002,1,0.002,1,0.002,11147429,Czech Republic,0,0,0,2015-02-16,2015-11-19
CZPMO_1174,River Water,Metribuzin,Water,ug/L,2014,2014-02-03--2014-10-29,0.005,6,5,1,0.005,1,0.005,0,0.0079,1,0.005,11132445,Czech Republic,0,0,0,2014-02-03,2014-10-29
BERW_03803,River Water,Lead and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.25,13,13,1,0.25,1,0.25,1,0.25,1,0.25,11193968,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_03850,River Water,"1,3,5-trichlorobenzene",Water,ug/L,2015,2015-01-01--2015-12-31,0.002,13,13,1,0.002,1,0.002,1,0.002,1,0.002,11194070,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_03960,River Water,Carbon tetrachloride,Water,ug/L,2015,2015-01-01--2015-12-31,0.2,13,13,1,0.2,1,0.2,1,0.2,1,0.2,11194255,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_04050,River Water,"BDE 28 (2,4,4'-tribromodiphenyl ether)",Water,ug/L,2015,2015-01-01--2015-12-31,0.0005,13,13,1,0.0005,1,0.0005,1,0.0005,1,0.0005,11194324,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_04110,River Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.02,13,11,1,0.02,1,0.02,0,0.096,1,0.02,11194383,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_04313,River Water,Benzo(k)fluoranthene,Water,ug/L,2015,2015-01-01--2015-12-31,0.005,13,10,1,0.005,1,0.005,0,0.014,1,0.005,11194538,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_04430,River Water,"Octylphenol (4-(1,1',3,3'-tetramethylbutyl)-phenol)",Water,ug/L,2015,2015-01-01--2015-12-31,0.03,11,11,1,0.03,1,0.03,1,0.03,1,0.03,11194599,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_04532,River Water,Aldrin,Water,ug/L,2015,2015-01-01--2015-12-31,0.005,8,8,1,0.005,1,0.005,1,0.005,1,0.005,11194764,Belgium,0,0,0,2015-01-01,2015-12-31
ATTG10003862,Ground Water,Lead and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11175775,Austria,0,0,0,2015-01-01,2015-12-31
ATPG10003132,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176053,Austria,0,0,0,2015-01-01,2015-12-31
ATPG10004052,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176113,Austria,0,0,0,2015-01-01,2015-12-31
ATPG20405212,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176159,Austria,0,0,0,2015-01-01,2015-12-31
ATPG30600452,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176379,Austria,0,0,0,2015-01-01,2015-12-31
ATPG30800672,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176427,Austria,0,0,0,2015-01-01,2015-12-31
ATPG31600212,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176563,Austria,0,0,0,2015-01-01,2015-12-31
ATPG40428022,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176752,Austria,0,0,0,2015-01-01,2015-12-31
ATPG41114082,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176864,Austria,0,0,0,2015-01-01,2015-12-31
ATPG61113022,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11177164,Austria,0,0,0,2015-01-01,2015-12-31
ATKK52111452,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.2,1,1,1,0.2,1,0.2,1,0.2,1,0.2,11177423,Austria,0,0,0,2015-01-01,2015-12-31
CZPLA_58,River Water,"DDT, p,p'",Water,ug/L,2015,2015-01-19--2015-12-07,0.001,12,12,1,0.001,1,0.001,1,0.001,1,0.001,11156456,Czech Republic,0,0,0,2015-01-19,2015-12-07
CZPLA_58,River Water,Mercury and its compounds,Water,ug/L,2015,2015-01-19--2015-12-07,0.05,12,11,1,0.05,1,0.05,0,0.07,1,0.05,11156502,Czech Republic,0,0,0,2015-01-19,2015-12-07
CZPLA_16,River Water,"1,3,5-trichlorobenzene",Water,ug/L,2015,2015-01-19--2015-12-07,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11156573,Czech Republic,0,0,0,2015-01-19,2015-12-07
CZPLA_16,River Water,Epoxiconazole,Water,ug/L,2015,2015-01-19--2015-12-07,0.02,12,12,1,0.02,1,0.02,1,0.02,1,0.02,11156590,Czech Republic,0,0,0,2015-01-19,2015-12-07
ATPG54100672,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.2,1,1,1,0.2,1,0.2,1,0.2,1,0.2,11177640,Austria,0,0,0,2015-01-01,2015-12-31
ATPG40434022,Ground Water,Nickel and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.5,1,1,1,0.5,1,0.5,1,0.5,1,0.5,11177939,Austria,0,0,0,2015-01-01,2015-12-31
ATPG41710012,Ground Water,Nickel and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.5,1,1,1,0.5,1,0.5,1,0.5,1,0.5,11178063,Austria,0,0,0,2015-01-01,2015-12-31
ATPG41812072,Ground Water,Nickel and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.5,1,1,1,0.5,1,0.5,1,0.5,1,0.5,11178078,Austria,0,0,0,2015-01-01,2015-12-31
ATKK71410022,Ground Water,Nickel and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.74683,1,1,1,0.74683,1,0.74683,1,0.74683,1,0.74683,11178144,Austria,0,0,0,2015-01-01,2015-12-31
ATPG70326022,Ground Water,Nickel and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.74683,1,1,1,0.74683,1,0.74683,1,0.74683,1,0.74683,11178157,Austria,0,0,0,2015-01-01,2015-12-31
CZPOD_3596,River Water,Metolachlor OA,Water,ug/L,2015,2015-01-13--2015-12-08,0.03,12,12,1,0.03,1,0.03,1,0.03,1,0.03,11157297,Czech Republic,0,0,0,2015-01-13,2015-12-08
CZPOD_3596,River Water,"1,3-dichlorobenzene",Water,ug/L,2015,2015-01-13--2015-12-08,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11157337,Czech Republic,0,0,0,2015-01-13,2015-12-08
ATPG10002842,Ground Water,Nickel and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11178380,Austria,0,0,0,2015-01-01,2015-12-31
CZPMO_1202,River Water,sec-butylbenzene,Water,ug/L,2015,2015-01-27--2015-12-03,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11157454,Czech Republic,0,0,0,2015-01-27,2015-12-03
CZPMO_1189,River Water,Toluene,Water,ug/L,2015,2015-01-19--2015-11-25,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11157669,Czech Republic,0,0,0,2015-01-19,2015-11-25
CZPMO_1189,River Water,Hexachlorobenzene,Water,ug/L,2015,2015-01-19--2015-11-25,0.002,12,12,1,0.002,1,0.002,1,0.002,1,0.002,11157673,Czech Republic,0,0,0,2015-01-19,2015-11-25
ATPG32500082,Ground Water,Nickel and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11178888,Austria,0,0,0,2015-01-01,2015-12-31
ATPG53200102,Ground Water,Nickel and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11178931,Austria,0,0,0,2015-01-01,2015-12-31
CZPMO_1205,River Water,Dimethachlor,Water,ug/L,2015,2015-01-12--2015-11-18,0.005,12,11,1,0.005,1,0.005,0,0.0253,1,0.005,11157993,Czech Republic,0,0,0,2015-01-12,2015-11-18
CZPMO_1205,River Water,Methoxychlor,Water,ug/L,2015,2015-01-12--2015-11-18,0.002,12,12,1,0.002,1,0.002,1,0.002,1,0.002,11158029,Czech Republic,0,0,0,2015-01-12,2015-11-18
ATPG60417162,Ground Water,Nickel and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11179021,Austria,0,0,0,2015-01-01,2015-12-31
ATPG70327082,Ground Water,Nickel and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11179246,Austria,0,0,0,2015-01-01,2015-12-31
CZPVL_1058,River Water,Calcium,Water,mg/L,2015,2015-01-05--2015-12-02,1,12,0,0,14,0,20.83333,0,27,0,22,11158839,Czech Republic,0,0,0,2015-01-05,2015-12-02
ATKK71130012,Ground Water,Arsenic and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.33601,1,1,1,0.33601,1,0.33601,1,0.33601,1,0.33601,11179809,Austria,0,0,0,2015-01-01,2015-12-31
CZPOH_1001,River Water,Cobalt and its compounds,Water,ug/L,2015,2015-01-07--2015-12-02,0.9,12,11,1,0.9,1,0.9,0,1.8,1,0.9,11159015,Czech Republic,0,0,0,2015-01-07,2015-12-02
CZPOH_1001,River Water,Total phosphorus,Water,mg{P}/L,2015,2015-01-07--2015-12-02,0.005,12,0,0,0.034,0,0.07842,0,0.146,0,0.075,11159030,Czech Republic,0,0,0,2015-01-07,2015-12-02
ATPG41515032,Ground Water,Arsenic and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.4,1,1,1,0.4,1,0.4,1,0.4,1,0.4,11179986,Austria,0,0,0,2015-01-01,2015-12-31
ATPG41747022,Ground Water,Arsenic and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.4,1,1,1,0.4,1,0.4,1,0.4,1,0.4,11180012,Austria,0,0,0,2015-01-01,2015-12-31
CZPLA_46,River Water,Copper and its compounds,Water,ug/L,2015,2015-01-19--2015-12-07,1,12,0,0,1.9,0,4.75,0,8,0,5,11159295,Czech Republic,0,0,0,2015-01-19,2015-12-07
ATKK61232022,Ground Water,Arsenic and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11180371,Austria,0,0,0,2015-01-01,2015-12-31
ATPG10003122,Ground Water,Arsenic and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11180498,Austria,0,0,0,2015-01-01,2015-12-31
CZPLA_12,River Water,Perfluorooctane sulfonic acid (PFOS) and its derivatives,Water,ug/L,2015,2015-01-05--2015-12-01,0.02,12,10,1,0.02,1,0.02,0,0.044,1,0.02,11159774,Czech Republic,0,0,0,2015-01-05,2015-12-01
CZPLA_12,River Water,Metamitron,Water,ug/L,2015,2015-01-05--2015-12-01,0.02,12,12,1,0.02,1,0.02,1,0.02,1,0.02,11159816,Czech Republic,0,0,0,2015-01-05,2015-12-01
ATPG10003502,Ground Water,Arsenic and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11180519,Austria,0,0,0,2015-01-01,2015-12-31
ATPG30500132,Ground Water,Arsenic and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11180564,Austria,0,0,0,2015-01-01,2015-12-31
CZPLA_311,River Water,Fenpropimorph,Water,ug/L,2015,2015-01-19--2015-12-07,0.005,12,12,1,0.005,1,0.005,1,0.005,1,0.005,11160054,Czech Republic,0,0,0,2015-01-19,2015-12-07
CZPLA_311,River Water,Prometryn,Water,ug/L,2015,2015-01-19--2015-12-07,0.005,12,12,1,0.005,1,0.005,1,0.005,1,0.005,11160066,Czech Republic,0,0,0,2015-01-19,2015-12-07
ATPG31900682,Ground Water,Arsenic and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11180823,Austria,0,0,0,2015-01-01,2015-12-31
CZPLA_9,River Water,"Benzo(g,h,i)perylene",Water,ug/L,2015,2015-01-13--2015-12-08,0.001,12,2,1,0.001,0,0.00256,0,0.0072,0,0.00165,11160184,Czech Republic,0,0,0,2015-01-13,2015-12-08
ATPG52111652,Ground Water,Arsenic and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,2,2,1,1,1,1,1,1,1,1,11180957,Austria,0,0,0,2015-01-01,2015-12-31
CZPVL_1070,River Water,Metazachlor ESA,Water,ug/L,2015,2015-01-20--2015-12-15,0.02,12,0,0,0.0568,0,0.1482,0,0.376,0,0.1195,11160361,Czech Republic,0,0,0,2015-01-20,2015-12-15
CZPMO_3639,River Water,Benzo(b)fluoranthene,Water,ug/L,2015,2015-02-09--2015-11-17,0.002,6,1,1,0.002,0,0.00492,0,0.0093,0,0.0045,11160509,Czech Republic,0,0,0,2015-02-09,2015-11-17
CZPMO_1169,River Water,Nitrate,Water,mg{NO3}/L,2015,2015-01-25--2015-12-10,0.44268,12,0,0,9.73896,0,16.34227,0,22.134,0,16.15782,11160585,Czech Republic,0,0,0,2015-01-25,2015-12-10
CZPVL_1041,River Water,Dichloromethane,Water,ug/L,2015,2015-01-19--2015-12-07,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11160871,Czech Republic,0,0,0,2015-01-19,2015-12-07
ATPG41824032,Ground Water,Dichloromethane,Water,ug/L,2015,2015-01-01--2015-12-31,0.06,1,1,1,0.06,1,0.06,1,0.06,1,0.06,11187938,Austria,0,0,0,2015-01-01,2015-12-31
ES060ESPFMA615,Lake Water,"DDT, p,p'",Water,ug/L,2013,2013-01-01--2013-12-31,0.001,2,2,1,0.001,1,0.001,1,0.001,1,0.001,11218821,Spain,0,0,0,2013-01-01,2013-12-31
ES080ESPFES080-JU043,River Water,Isodrin,Water,ug/L,2013,2013-01-01--2013-12-31,0.001,5,5,1,0.001,1,0.001,1,0.001,1,0.001,11218875,Spain,0,0,0,2013-01-01,2013-12-31
CZPMO_3742,River Water,Bromobenzene,Water,ug/L,2015,2015-01-14--2015-11-24,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11161086,Czech Republic,0,0,0,2015-01-14,2015-11-24
CZPMO_3742,River Water,Dibromochlorometane,Water,ug/L,2015,2015-01-14--2015-11-24,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11161099,Czech Republic,0,0,0,2015-01-14,2015-11-24
CZPMO_3742,River Water,"Benzo(g,h,i)perylene",Water,ug/L,2015,2015-01-14--2015-11-24,0.0005,12,7,1,0.0005,1,0.0005,0,0.0011,1,0.0005,11161136,Czech Republic,0,0,0,2015-01-14,2015-11-24
CZPMO_3742,River Water,Acenaphthene,Water,ug/L,2015,2015-01-14--2015-11-24,0.002,12,10,1,0.002,1,0.002,0,0.0029,1,0.002,11161268,Czech Republic,0,0,0,2015-01-14,2015-11-24
CZPOD_1152,River Water,Bentazone,Water,ug/L,2015,2015-01-19--2015-12-01,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11161352,Czech Republic,0,0,0,2015-01-19,2015-12-01
ATPG10004062,Ground Water,Dichloromethane,Water,ug/L,2015,2015-01-01--2015-12-31,0.2,1,1,1,0.2,1,0.2,1,0.2,1,0.2,11188339,Austria,0,0,0,2015-01-01,2015-12-31
ATPG20512182,Ground Water,Dichloromethane,Water,ug/L,2015,2015-01-01--2015-12-31,0.2,1,1,1,0.2,1,0.2,1,0.2,1,0.2,11188416,Austria,0,0,0,2015-01-01,2015-12-31
ES080ESPFES080-JU104,River Water,Beta-Endosulfan,Water,ug/L,2013,2013-01-01--2013-12-31,0.001,1,1,1,0.001,1,0.001,1,0.001,1,0.001,11219534,Spain,0,0,0,2013-01-01,2013-12-31
CZPOD_1152,River Water,Heptachlor,Water,ug/L,2015,2015-01-19--2015-12-01,0.001,12,12,1,0.001,1,0.001,1,0.001,1,0.001,11161417,Czech Republic,0,0,0,2015-01-19,2015-12-01
CZPOD_1152,River Water,CODMn,Water,mg{O2}/L,2015,2015-01-19--2015-12-14,0.5,13,0,0,2.6,0,4.44615,0,6.8,0,4.5,11161445,Czech Republic,0,0,0,2015-01-19,2015-12-14
ATPG20609072,Ground Water,Dichloromethane,Water,ug/L,2015,2015-01-01--2015-12-31,0.2,1,1,1,0.2,1,0.2,1,0.2,1,0.2,11188444,Austria,0,0,0,2015-01-01,2015-12-31
ATPG70326072,Ground Water,Tetrachloroethylene,Water,ug/L,2015,2015-01-01--2015-12-31,0.05113,1,1,1,0.05113,1,0.05113,1,0.05113,1,0.05113,11166159,Austria,0,0,0,2015-01-01,2015-12-31
CZPVL_1041,River Water,"Dibenzo(a,h)anthracene",Water,ug/L,2014,2014-01-13--2014-12-09,0.001,12,11,1,0.001,1,0.001,0,0.0025,1,0.001,11140076,Czech Republic,0,0,0,2014-01-13,2014-12-09
CZPVL_1041,River Water,Methoxychlor,Water,ug/L,2014,2014-01-13--2014-12-09,0.002,12,12,1,0.002,1,0.002,1,0.002,1,0.002,11140107,Czech Republic,0,0,0,2014-01-13,2014-12-09
CZPMO_3742,River Water,Linuron,Water,ug/L,2014,2014-01-14--2014-11-25,0.005,12,11,1,0.005,1,0.005,0,0.0201,1,0.005,11140426,Czech Republic,0,0,0,2014-01-14,2014-11-25
CZPMO_3742,River Water,Hydroxyterbuthylazine,Water,ug/L,2014,2014-01-14--2014-11-25,0.005,12,1,1,0.005,0,0.05563,0,0.215,0,0.03855,11140467,Czech Republic,0,0,0,2014-01-14,2014-11-25
CZPMO_3742,River Water,"p,p'-DDD",Water,ug/L,2014,2014-01-14--2014-11-25,0.002,12,12,1,0.002,1,0.002,1,0.002,1,0.002,11140478,Czech Republic,0,0,0,2014-01-14,2014-11-25
ATPG80114252,Ground Water,Alachlor,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,1,1,1,0.03,1,0.03,1,0.03,1,0.03,11169190,Austria,0,0,0,2015-01-01,2015-12-31
ATPG92100022,Ground Water,Alachlor,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,1,1,1,0.03,1,0.03,1,0.03,1,0.03,11169256,Austria,0,0,0,2015-01-01,2015-12-31
ATPG31500472,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,1,1,1,0.01,1,0.01,1,0.01,1,0.01,11170032,Austria,0,0,0,2015-01-01,2015-12-31
ATPG32200012,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,1,1,1,0.01,1,0.01,1,0.01,1,0.01,11170135,Austria,0,0,0,2015-01-01,2015-12-31
ATPG41224022,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.011,1,1,1,0.011,1,0.011,1,0.011,1,0.011,11170352,Austria,0,0,0,2015-01-01,2015-12-31
ATKK71130032,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.01366,1,1,1,0.01366,1,0.01366,1,0.01366,1,0.01366,11170437,Austria,0,0,0,2015-01-01,2015-12-31
ATKK71250032,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.01366,1,1,1,0.01366,1,0.01366,1,0.01366,1,0.01366,11170460,Austria,0,0,0,2015-01-01,2015-12-31
ATPG53200302,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,1,1,1,0.03,1,0.03,1,0.03,1,0.03,11170929,Austria,0,0,0,2015-01-01,2015-12-31
ATKK40719042,Ground Water,Bentazone,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,1,1,1,0.01,1,0.01,1,0.01,1,0.01,11171512,Austria,0,0,0,2015-01-01,2015-12-31
ATPG40907022,Ground Water,Desethylatrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.009,3,3,1,0.009,1,0.009,1,0.009,1,0.009,11171975,Austria,0,0,0,2015-01-01,2015-12-31
ATPG20702122,Ground Water,Desethylatrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,1,1,1,0.01,1,0.01,1,0.01,1,0.01,11172250,Austria,0,0,0,2015-01-01,2015-12-31
